Bibcode|Year|Title|Authors|Publication|Volume|Issue|Page|Abstract|DOI|Samples
2009PhDT.......253H|2009|Mineralogy, petrology, and chronology of the lunar granulitic breccias|Hudgins, Jillian Amy|Ph.D. Thesis||||||77017; 78155; 79215|
2009GeCoA..73..514E|2009|A combined Sm Nd, Rb Sr, and U Pb isotopic study of Mg-suite norite 78238: Further evidence for early differentiation of the Moon|Edmunson, J., Borg, L. E., Nyquist, L. E., Asmerom, Y.|Geochimica et Cosmochimica Acta|73|2|514||http://dx.doi.org/10.1016/j.gca.2008.10.021|78236; 78238|
2009GeCoA..73.4288N|2009|Concordant Rb-Sr, Sm-Nd, and Ar-Ar ages for Northwest Africa 1460: A 346 Ma old basaltic shergottite related to “lherzolitic” shergottites|Nyquist, L. E., Bogard, D. D., Shih, C. -Y., Park, J., Reese, Y. D., Irving, A. J.|Geochimica et Cosmochimica Acta|73|14|4288||http://dx.doi.org/10.1016/j.gca.2009.04.008|79001|
2009E&PSL.288..564H|2009|Cosmic-ray exposure histories of Martian meteorites studied from neutron capture reactions of Sm and Gd isotopes|Hidaka, Hiroshi, Yoneda, Shigekazu, Nishiizumi, Kunihiko|Earth and Planetary Science Letters|288|3-4|564||http://dx.doi.org/10.1016/j.epsl.2009.10.019|79001|
|2008|Enigmatic, largely granitic 73217: A lunar mixed melt-breccia, but is it impact melt? (abs#2405)|Warren, P. H. and Huber, H.|Proceedings of the 39th Lunar and Planetary Science Conference||||||73217|
|2008|Sm-Nd for norite 78236 and eucrite Y980318/433: Implications for planetary and solar system processes (abs)|Nyquist, L. E., Shih, C.-Y., and Reese, Y. D.|Proceedings of the 39th Lunar and Planetary Science Conference, ||||||78236|
2008GeCoA..72.4874A|2008|The U Pb systematics of angrite Sahara 99555|Amelin, Yuri|Geochimica et Cosmochimica Acta|72|19|4874||http://dx.doi.org/10.1016/j.gca.2008.07.008|71131|
2008Icar..193....1G|2008|Predicting the Earth encounters of (99942) Apophis|Giorgini, Jon D., Benner, Lance A. M., Ostro, Steven J., Nolan, Michael C., Busch, Michael W.|Icarus|193|1|1||http://dx.doi.org/10.1016/j.icarus.2007.09.012|72010|
2008PEPI..168...71L|2008|Lunar paleointensity measurements: Implications for lunar magnetic evolution|Lawrence, Kristin, Johnson, Catherine, Tauxe, Lisa, Gee, Jeff|Physics of the Earth and Planetary Interiors|168|1-2|71||http://dx.doi.org/10.1016/j.pepi.2008.05.007|72215; 76535|
2008GeCoA..72.3022P|2008|Osmium isotope and highly siderophile element systematics of lunar impact melt breccias: Implications for the late accretion history of the Moon and Earth|Puchtel, Igor S., Walker, Richard J., James, Odette B., Kring, David A.|Geochimica et Cosmochimica Acta|72|12|3022||http://dx.doi.org/10.1016/j.gca.2008.04.006|72395; 73215; 73255; 76215|
2008LPI....39.2405H|2008|Enigmatic, Largely Granitic 73217: A Lunar Mixed Melt-Breccia, but is it Impact Melt?|Huber, H., Warren, P. H.|Lunar and Planetary Science Conference|39|1391|2405|||73217|
2008GeCoA..72.5781H|2008|A laser probe <SUP>40</SUP>Ar/ <SUP>39</SUP>Ar and INAA investigation of four Apollo granulitic breccias|Hudgins, Jillian A., Spray, John G., Kelley, Simon P., Korotev, Randy L., Sherlock, Sarah C.|Geochimica et Cosmochimica Acta|72|23|5781||http://dx.doi.org/10.1016/j.gca.2008.08.024|77017; 78155; 79215|
|2007|Apollo sample 70051 and high- and low-Ti lunar soil simulants MLS-1A and JSC-1A: Implications for future lunar exploration|Hill, E., Mellin, M. J., Deane, B., Liu, Y., and Taylor, L. A.|Journal of Geophysical Research|112 (E2)||||http://dx.doi.org/10.1029/2006je002767|70051|
|2007|Fractionation and volatile redistribution of siderophile elements in metal grains from lunar impact-melt breccia 76215 (abs#1094)|James, O. B., Ash, R. D., McDonough, W. F., Puchtel, I. S., and Walker, R. J.|Proceedings of the 38th Lunar and Planetary Science Conference, ||||||76215|
|2007|Sm-Nd isotopic systematics of troctolite 76335 (abs#1962)|Edmunson, J., Nyquist, L. E., and Borg, L. E.|Proceedings of the 38th Lunar and Planetary Science Conference, ||||||76335|
2007LPI....38.1007Z|2007|Geochemistry and Impact History at the Apollo 17 Landing Site|Zellner, N. E. B., Delano, J. W., Swindle, T. D., Whittet, D. C. B.|Lunar and Planetary Science Conference|38|1338|1007|||71501|
2007AGUFM.P43C..03L|2007|New Lunar Paleointensity Measurements, Ancient Lunar Dynamo or Lunar Dud?|Lawrence, K. P., Johnson, C. L., Tauxe, L., Gee, J. S.|AGU Fall Meeting Abstracts|||P43C|||72215; 76535|
2007LPI....38.2040P|2007|Further Study of 187Os/188Os and Highly Siderophile Element Systematics of Lunar Impact Melt Rocks|Puchtel, I. S., Walker, R. J., Kring, D. A., James, O. B.|Lunar and Planetary Science Conference|38|1338|2040|||73215; 73255; 76215|
2007GeCoA..71.1370P|2007|Complex history of a zircon aggregate from lunar breccia 73235|Pidgeon, R. T., Nemchin, A. A., van Bronswijk, W., Geisler, T., Meyer, C., Compston, W., Williams, I. S.|Geochimica et Cosmochimica Acta|71|5|1370||http://dx.doi.org/10.1016/j.gca.2006.11.021|73235|
2007LPI....38.1094J|2007|Fractionation and Volatile Redistribution of Siderophile Elements in Metal Grains from Lunar Impact-Melt Breccia 76215|James, O. B., Ash, R. D., McDonough, W. F., Puchtel, I. S., Walker, R. J.|Lunar and Planetary Science Conference|38|1338|1094|||76215|
2007E&PSL.262..505B|2007|A highly depleted moon or a non-magma ocean origin for the lunar crust?|Boyet, Maud, Carlson, Richard W.|Earth and Planetary Science Letters|262|3-4|505||http://dx.doi.org/10.1016/j.epsl.2007.08.009|78236|
|2006|Magnetic properties of unique Apollo 17 soil 70051 (abs#1945)|Liu, Y. L., Thompson, J. R., Taylor, L. A., and Park, J.|Proceedings of the 37th Lunar and Planetary Science Conference, ||||||70051|
|2006|Characterization of a unique soil sample from the Apollo 17 site, 70051 (abs#2334)|Mellin, M. J., Taylor, L. A., and Patchen, A. D.|Proceedings of the 37th Lunar and Planetary Science Conference, ||||||70051|
|2006|Cooling history of lunar Mg-suite gabbronorite 76255, troctolite 76535 and Stillwater pyroxenite SC-936: The record in exsolution and ordering in pyroxenes|McCallum, I. S., Domeneghetti, M. C., Schwartz, J. M., Mullen, E. K., Zema, M., Camara, F., McCammon, C., and Ganguly, J.|Geochimica et Cosmochimica Acta|70 (24)||6068-6078||http://dx.doi.org/10.1016/j.gca.2006.06.262|76255; 76535|
|2006|Disturbance of U-Pb isotopic systematics in lunar samples: Mare basalt 10017 and norite 78235 (abs#1506)|Edmunson, J., Gaffney, A. M., and Borg, L. E.|Proceedings of the 37th Lunar and Planetary Science Conference, ||||||78235|
2006GeCoA..70.6103M|2006|Isotopic composition of zinc, copper, and iron in lunar samples|Moynier, F., Albarède, F., Herzog, G. F.|Geochimica et Cosmochimica Acta|70|24|6103||http://dx.doi.org/10.1016/j.gca.2006.02.030|70011; 72501; 74220; 74275; 75081; 76501|
2006LPI....37.2334M|2006|Characterization of a Unique Soil Sample from the Apollo 17 Site, 70051|Mellin, M. J., Taylor, L. A., Patchen, A. D.|37th Annual Lunar and Planetary Science Conference|37||2334|||70051|
2006LPI....37.1945L|2006|Magnetic Properties of Unique Apollo 17 Soil 70051|Liu, Y., Thompson, J. R., Taylor, L. A., Park, J.|37th Annual Lunar and Planetary Science Conference|37||1945|||70051|
2006LPI....37.1428P|2006|Further Study of 187Os/188Os and Highly Siderophile Element Systematics of Apollo 14 and 17 Impact Melt Rocks|Puchtel, I. S., Walker, R. J., James, O. B.|37th Annual Lunar and Planetary Science Conference|37||1428|||72395; 73215; 73255|
|2005|A further investigation of the exceptional zircon aggregate in lunar thin section 73235,82 (abs#1275)|Pidgeon, R. T., Nemchin, A. A., and Meyer, C.|Proceedings of the 36th Lunar and Planetary Science Conference, ||||||73235|
|2005|Three-system isotopic study of lunar norite 78238: Rb-Sr results (abs#1473)|Edmunson, J., Borg, L. E., Nyquist, L. E., and Asmerom, Y.|Proceedings of the 36th Lunar and Planetary Science Conference, ||||||78238|
2005GeCoA..69..775S|2005|Nb/Zr fractionation on the Moon and the search for extinct <SUP>92</SUP>Nb|Schönbächler, Maria, Lee, Der-Chuen, Rehkämper, Mark, Halliday, Alex N., Hattendorf, Bodo, Günther, Detlef|Geochimica et Cosmochimica Acta|69|3|775||http://dx.doi.org/10.1016/j.gca.2004.08.003|77215|
2005LPI....36.1473E|2005|Three-System Isotopic Study of Lunar Norite 78238: Rb-Sr Results|Edmunson, J., Borg, L. E., Nyquist, L. E., Asmerom, Y.|36th Annual Lunar and Planetary Science Conference|36||1473|||78238|
2004E&PSL.222..349K|2004|Gravity evidence for an extinct magma chamber beneath Syrtis Major, Mars: a look at the magmatic plumbing system|Kiefer, Walter S.|Earth and Planetary Science Letters|222|2|349||http://dx.doi.org/10.1016/j.epsl.2004.03.009|70130|
2004CoPhC.159..121B|2004|Programs for generating Clebsch-Gordan coefficients of SU(3) in SU(2) and SO(3) bases|Bahri, C., Rowe, D. J., Draayer, J. P.|Computer Physics Communications|159|2|121||http://dx.doi.org/10.1016/j.cpc.2004.01.005|70255|
2004E&PSL.224..399W|2004|Low abundances of highly siderophile elements in the lunar mantle: evidence for prolonged late accretion|Walker, R. J., Horan, M. F., Shearer, C. K., Papike, J. J.|Earth and Planetary Science Letters|224|3-4|399||http://dx.doi.org/10.1016/j.epsl.2004.05.036|74001; 74220|
2003ApJ...585.1095M|2003|The Solar Chromosphere/Corona Interface. I. Far-Ultraviolet to Extreme-Ultraviolet Observations and Modeling of Unresolved Coronal Funnels|Martínez-Galarce, Dennis S., Walker, Arthur B. C., II, Barbee, Troy W., II, Hoover, Richard B.|The Astrophysical Journal|585|2|1095||http://dx.doi.org/10.1086/345496|70175; 71175|
2003ApJ...597..602H|2003|Helium in Lunar Samples Analyzed by High-Resolution Stepwise Etching: Implications for the Temporal Constancy of Solar Wind Isotopic Composition|Heber, Veronika S., Baur, Heinrich, Wieler, Rainer|The Astrophysical Journal|597|1|602||http://dx.doi.org/10.1086/378402|71501; 74241; 79035; 79135|
2003EAEJA.....7064H|2003|Osmium isotopes and highly siderophile elements in lunar glasses|Horan, M., Walker, R., Shearer, C., Papike, J.|EGS - AGU - EUG Joint Assembly|||7064|||74001|
2003M&PS...38.1773G|2003|Spinels and oxygen fugacity in olivine-phyric and lherzolitic shergottites|Goodrich, C. A., Herd, C. D. K., Taylor, L. A.|Meteoritics and Planetary Science|38|12|1773||http://dx.doi.org/10.1111/j.1945-5100.2003.tb00014.x|79001|
2003GeCoA..67.3735G|2003|Petrogenesis of olivine-phyric shergottites Sayh al Uhaymir 005 and Elephant Moraine A79001 lithology A|Goodrich, Cyrena Anne|Geochimica et Cosmochimica Acta|67|19|3735||http://dx.doi.org/10.1016/S0016-7037(03)00171-6|79001|
|2002|Coupled Ce-Nd isotopic systematics and rare earth elements differentiation of the moon|Tanimizu, M. and Tanaka, T.|Geochimica et Cosmochimica Acta|66.0||4007-4014 |||75015|
2002E&PSL.202..201H|2002|Analyses of nitrogen and argon in single lunar grains: towards a quantification of the asteroidal contribution to planetary surfaces|Hashizume, Ko, Marty, Bernard, Wieler, Rainer|Earth and Planetary Science Letters|202|2|201||http://dx.doi.org/10.1016/S0012-821X(02)00781-1|71501; 79035; 79135|
2002E&PSL.202..217N|2002|Targeting the impactors: siderophile element signatures of lunar impact melts from Serenitatis|Norman, Marc D., Bennett, Vickie C., Ryder, Graham|Earth and Planetary Science Letters|202|2|217||http://dx.doi.org/10.1016/S0012-821X(02)00780-X|77035|
2002M&PS...37.1107T|2002|Martian meteorite Dhofar 019: A new shergottite|Taylor, L. A., Nazarov, M. A., Shearer, C. K., McSween, H. Y., Jr., Cahill, J., Neal, C. R., Ivanova, M. A., Barsukova, L. D., Lentz, R. C., Clayton, R. N., Mayeda, T. K.|Meteoritics and Planetary Science|37|8|1107||http://dx.doi.org/10.1111/j.1945-5100.2002.tb00881.x|79001|
2002Icar..158...72M|2002|Planetary Bioresources and Astroecology. 1. Planetary Microcosm Bioassays of Martian and Carbonaceous Chondrite Materials: Nutrients, Electrolyte Solutions, and Algal and Plant Responses|Mautner, Michael N.|Icarus|158|1|72||http://dx.doi.org/10.1006/icar.2002.6841|79001|
2002Icar..156..352R|2002|Neutron Capture Isotopes in the Martian Regolith and Implications for Martian Atmospheric Noble Gases|Rao, M. N., Bogard, D. D., Nyquist, L. E., McKay, D. S., Masarik, J.|Icarus|156|2|352||http://dx.doi.org/10.1006/icar.2001.6809|79001|
2002GeCoA..66.3161M|2002|Water-extractable and exchangeable phosphate in Martian and carbonaceous chondrite meteorites and in planetary soil analogs|Mautner, Michael N., Sinaj, Sokrat|Geochimica et Cosmochimica Acta|66|17|3161||http://dx.doi.org/10.1016/S0016-7037(02)00910-9|79001|
|2001|Complex cooling histories of lunar troctolite 76535 and Stillwater orthopyroxenite SC-936 (abs#1151)|Domeneghetti, M. C., McCallum, I. S., Schwartz, J. M., Camara, F., Zema, M., McCammon, C., and Ganguly, J.|Proceedings of the 30th Lunar and Planetary Science Conference, ||||||76535|
2001M&PS...36.1097E|2001|The antiquity indicator argon-40/argon-36 for lunar surface samples calibrated by uranium-235-xenon-136 dating|Eugster, Otto, Terribilini, Dario, Polnau, Ernst, Kramers, Jan|Meteoritics and Planetary Science|36|8|1097||http://dx.doi.org/10.1111/j.1945-5100.2001.tb01947.x|70181; 75081|
2001E&PSL.186..335S|2001|Measurements of neutron capture effects on Cd, Sm and Gd in lunar samples with implications for the neutron energy spectrum|Sands, D. G., De Laeter, J. R., Rosman, K. J. R.|Earth and Planetary Science Letters|186|3-4|335||http://dx.doi.org/10.1016/S0012-821X(01)00231-X|72161; 74220|
2001M&PS...36.1257M|2001|Siderophile elements in Earth's upper mantle and lunar breccias: Data synthesis suggests manifestations of the same late influx|Morgan, J. W., Walker, R. J., Brandon, A. D., Horan, M. F.|Meteoritics and Planetary Science|36|9|1257||http://dx.doi.org/10.1111/j.1945-5100.2001.tb01959.x|73215; 73255|
2001E&PSL.184..659M|2001|Lunar nitrogen: indigenous signature and cosmic-ray production rate|Mathew, K. J., Marti, K.|Earth and Planetary Science Letters|184|3-4|659||http://dx.doi.org/10.1016/S0012-821X(00)00327-7|74001; 75075|
2001LPI....32.1459J|2001|Cosmic-Ray-produced 14C and 10Be in Lunar Rock 74275|Jull, A. J. T., McHargue, L. R., Klandrud, S. E.|Lunar and Planetary Science Conference|32||1459|||74275|
2001JGR...10627969M|2001|Lunar Mg suite: Thermobarometry and petrogenesis of parental magmas|McCallum, I. S., Schwartz, J. M.|Journal of Geophysical Research|106|E11|27969||http://dx.doi.org/10.1029/2000JE001397|76535|
2001AGUFM.V21D..04B|2001|Targeting the (3.8-4.0 Ga) Impactors: Siderophile Element Signatures of Lunar Impact Melts|Bennett, V., Norman, M., Ryder, G.|AGU Fall Meeting Abstracts|||V21D|||77035|
2001LPI....32.1851S|2001|Deciphering Ages of Impacted Basalts Using a Crystal Chemical-Ion Microprobe Approach. An Example Using the Apollo 17 Group D Basalt|Shearer, C. K., Borg, L., Ryder, G., Papike, J. J., Nyquist, L.|Lunar and Planetary Science Conference|32||1851|||79001|
|2000|Nickel-59 in surface layers of lunar basalt 74275: Implications for the solar alpha particle flux (abs#1778)|Schnabel, C., Xue, S., Ma, P., Herzog, G. F., Figield, K., Cresswell, R. G., Tada, M. L., Hauslaned, P., and Reedy, R. C.|Proceedings of the 31st Lunar and Planetary Science Conference, ||||||74275|
2000PEPI..117..421B|2000|Martian crust: a modeling approach|Babeyko, A. Yu, Zharkov, V. N.|Physics of the Earth and Planetary Interiors|117|1-4|421||http://dx.doi.org/10.1016/S0031-9201(99)00111-9|79001|
2000M&PS...35..919L|2000|Crystallization of the basaltic shergottites: Insights from crystal size distribution (CSD) analysis of pyroxenes|Lentz, Rachel C. F., McSween, Harry Y., Jr.|Meteoritics and Planetary Science|35|5|919||http://dx.doi.org/10.1111/j.1945-5100.2000.tb01481.x|79001|
|1999|The granulitic impactite suite: Impact melts and metamorphic breccias of the early lunar crust|Cushing, J. A., Taylor, G. J., Norman, M. D., and Keil, K.|Meteoritics & Planetary Science|34.0||185-195||http://dx.doi.org/10.1111/j.1945-5100.1999.tb01745.x|72559; 73215; 76230; 76235; 77017; 78155; 78527; 79215|
|1999|Ascent and eruption of a lunar high-titanium magma as inferred from the petrology of the 74001/2 drill core|Weitz, C. M., Rutherford, M. J., Head, J. W. I., and McKay, D. S.|Meteoritics & Planetary Science|34 (4)||527 - 540||http://dx.doi.org/10.1111/maps.1999.34.issue-410.1111/j.1945-5100.1999.tb01361.x|74001; 74002|
|1999|Space weathering on the Moon: Patina on Apollo 17 samples 75075 and 76015|Wentworth, S. J., Keller, L. P., McKay, D. S., and Morris, R. V.|Meteoritics & Planetary Science|34||593-603 |||75075; 76015|
|1999|Inferred depths of formation of spinel cataclasites and troctolitic granulite, 76535 using new thermodynamic data for Cr-spinel (abs #1308)|Schwartz, J. M. and McCallum, I. S.|Proceedings of the 30th Lunar and Planetary Science Conference, ||||||76535|
1999nvm..conf...36K|1999|Lunar Meteorites and Implications for Compositional Remote Sensing of the Lunar Surface|Korotev, R. L.|New Views of the Moon 2: Understanding the Moon Through the Integration of Diverse Datasets|||36|||70135; 73131|
1999nvm..conf...64T|1999|Apollo 17 Soil Characterization for Reflectance Spectroscopy|Taylor, L. A., Pieters, C., Patchen, A., Morris, R. V., Keller, L. P., Wentworth, S., McKay, D. S.|New Views of the Moon 2: Understanding the Moon Through the Integration of Diverse Datasets|||64|||70181|
1999nvm..conf...32K|1999|Space Weathering in the Fine Size Fractions of Lunar Soils: Soil Maturity Effects|Keller, L. P., Wentworth, S. J., McKay, D. S., Taylor, L. A., Pieters, C., Morris, R. V.|New Views of the Moon 2: Understanding the Moon Through the Integration of Diverse Datasets|||32|||71061; 79221|
1999GeCoA..63.2145P|1999|Irradiation records in regolith materials, I: Isotopic compositions of solar-wind neon and argon in single lunar mineral grains|Pepin, R. O., Becker, R. H., Schlutter, D. J.|Geochimica et Cosmochimica Acta|63|13|2145||http://dx.doi.org/10.1016/S0016-7037(99)00002-2|71501; 79035|
1999nvm..conf....1A|1999|Prospecting for Lunar Resources with Global Geochemical and Multispectral Data|Allen, C. C.|New Views of the Moon 2: Understanding the Moon Through the Integration of Diverse Datasets|||1|||74001; 74220|
1999nvm..conf...12F|1999|Subpixel Detection of Pyroclastic Materials in Clementine Ultra Violet-Visible Data|Farrand, W. H., Gaddis, L. R.|New Views of the Moon 2: Understanding the Moon Through the Integration of Diverse Datasets|||12|||74220; 75111|
1999M&PS...34..593W|1999|Space weathering on the moon: Patina on Apollo 17 samples 75075 and 76015|Wentworth, Susan J., Keller, Lindsay P., McKay, David S., Morris, Richard V.|Meteoritics and Planetary Science|34|4|593||http://dx.doi.org/10.1111/j.1945-5100.1999.tb01366.x|75075; 76015|
1999M&PS...34..853R|1999|Properties and mixing of soil components in Apollo 17 double-drive tube 79001/2|Rao, M. N., Wentworth, S. J., Basu, A., Garrison, D. H., McKay, D. S.|Meteoritics and Planetary Science|34|6|853||http://dx.doi.org/10.1111/j.1945-5100.1999.tb01403.x|79001|
1999M&PS...34..357M|1999|An impact melt origin for Lithology A of Martian meteorite EETA79001|Mittlefehldt, David W., Lindstrom, David J., Lindstrom, Marilyn M., Martinez, Rene R.|Meteoritics and Planetary Science|34|3|357||http://dx.doi.org/10.1111/j.1945-5100.1999.tb01345.x|79001|
